http://bomi.healthtrack.com.br/,BOMI Web Application,BOMI,41865,378265
http://bomi-ws.healthtrack.com.br/,BOMI Web Services,BOMI,41865,378265
http://cepon.healthtrack.com.br/,CEPON Web Application,CEPON,41866,378267
http://cepon-ws.healthtrack.com.br/,CEPON Web Services,CEPON,41866,378267
http://coi.healthtrack.com.br/,COI Web Application,COI,41867,378268
http://coi-ws.healthtrack.com.br/,COI Web Services,COI,41867,378268
http://coris.healthtrack.com.br/,CORIS Web Application,CORIS,41868,378269
http://coris-ws.healthtrack.com.br/,CORIS Web Services,CORIS,41868,378269
http://goldmedic.healthtrack.com.br/,GOLDMEDIC Web Application,GOLDMEDIC,41869,378270
http://goldmedic-ws.healthtrack.com.br/,GOLDMEDIC Web Services,GOLDMEDIC,41869,378270
http://hsp.healthtrack.com.br/,HOSPITAL SANTA PAULA Web Application,HOSPITAL SANTA PAULA,41878,378277
http://hsp-ws.healthtrack.com.br/,HOSPITAL SANTA PAULA Web Services,HOSPITAL SANTA PAULA,41878,378277
http://ichc.healthtrack.com.br/,ICHC Web Application,ICHC,41871,378266
http://ichc-ws.healthtrack.com.br/,ICHC Web Services,ICHC,41871,378266
http://mastermedic.healthtrack.com.br/,MASTERMEDIC Web Application,MASTERMEDIC,41872,378279
http://mastermedic-ws.healthtrack.com.br/,MASTERMEDIC Web Services,MASTERMEDIC,41872,378279
http://medicicor.healthtrack.com.br/,MEDICICOR Web Application,MEDICICOR,41873,378272
http://medicicor-ws.healthtrack.com.br/,MEDICICOR Web Services,MEDICICOR,41873,378272
http://moinhos.healthtrack.com.br/,MOINHOS Web Application,MOINHOS,41870,378271
http://moinhos-ws.healthtrack.com.br/,MOINHOS Web Services,MOINHOS,41870,378271
http://ht.oncoprod.com.br/,ONCOPROD Web Application,ONCOPROD,41874,378273
http://pharmak.healthtrack.com.br/,PHARMAK Web Application,PHARMAK,41875,378274
http://pharmak-ws.healthtrack.com.br/,PHARMAK Web Services,PHARMAK,41875,378274
http://santacasamaceio.healthtrack.com.br/,SANTA CASA MACEIO Web Application,SANTA CASA MACEIO,41877,378276
http://santacasamaceio.healthtrack.com.br/,SANTA CASA MACEIO Web Services,SANTA CASA MACEIO,41877,378276
http://socimed.healthtrack.com.br/,SOCIMED Web Application,SOCIMED,41876,378275
http://socimed-ws.healthtrack.com.br/,SOCIMED Web Services,SOCIMED,41876,378275
http://unimedflo.healthtrack.com.br/,UNMIMED FLORIANOPOLIS Web Application,UNMIMED FLORIANOPOLIS,41879,378278
http://unimedflo-ws.healthtrack.com.br/,UNMIMED FLORIANOPOLIS Web Services,UNMIMED FLORIANOPOLIS,41879,378278
http://vidafertil.healthtrack.com.br/,VIDAFERTIL Web Application,VIDAFERTIL,41880,378280
http://vidafertil-ws.healthtrack.com.br/,VIDAFERTIL Web Services,VIDAFERTIL,41880,378280
